,Simbolo,Volumen Negociación,Precio Ponderado,Precio Apertura,Precio Cierre,Precio Alto,Precio Bajo,Fecha,Transacciones
26,TSLA,52259544.0,310.9541,311.6667,310.6667,315.4233,306.6667,2022-02-09 05:00:00,506985
27,TSLA,66126831.0,307.018,302.79,301.5167,314.6033,298.9,2022-02-10 05:00:00,689687
28,TSLA,79640919.0,293.1574,303.21,286.6667,305.32,283.5667,2022-02-11 05:00:00,950953
29,TSLA,67756416.0,291.81,287.19,291.92,299.6266,284.3833,2022-02-14 05:00:00,696441
30,TSLA,57649542.0,304.818,300.0,307.4767,307.6667,297.7925,2022-02-15 05:00:00,595378
31,TSLA,51275046.0,304.7386,304.6833,307.7967,308.81,300.4033,2022-02-16 05:00:00,475458
32,TSLA,55178418.0,296.8698,304.42,292.1167,306.1666,291.3667,2022-02-17 05:00:00,639879
33,TSLA,68246841.0,285.3844,295.3333,285.66,295.6233,279.2033,2022-02-18 05:00:00,750962
34,TSLA,83199102.0,274.5847,278.0433,273.8433,285.5779,267.0334,2022-02-22 05:00:00,927740
35,TSLA,95230638.0,263.2039,276.81,254.68,278.4332,253.52,2022-02-23 05:00:00,1234432
36,TSLA,135304215.0,251.8314,233.4633,266.9233,267.4933,233.3333,2022-02-24 05:00:00,1313565
37,TSLA,76018263.0,267.3868,269.7433,269.9567,273.1667,260.8002,2022-02-25 05:00:00,752019
38,TSLA,99006867.0,285.2861,271.67,290.1433,292.2867,271.5692,2022-02-28 05:00:00,875783
39,TSLA,74616861.0,289.2076,289.8933,288.1233,296.6267,284.5933,2022-03-01 05:00:00,673279
40,TSLA,74640258.0,288.6066,290.71,293.2967,295.4933,281.424,2022-03-02 05:00:00,692957
41,TSLA,61620507.0,285.0334,292.9233,279.7633,295.4797,277.5334,2022-03-03 05:00:00,646504
42,TSLA,67165461.0,279.8899,283.0333,279.43,285.2167,275.0536,2022-03-04 05:00:00,598767
43,TSLA,72494172.0,277.0593,285.4333,268.1933,288.7133,268.19,2022-03-07 05:00:00,699898
44,TSLA,80369106.0,273.8044,265.1767,274.8,283.33,260.7233,2022-03-08 05:00:00,737835
45,TSLA,59172669.0,283.561,279.8267,286.3233,286.8533,277.3367,2022-03-09 05:00:00,546170
46,TSLA,58648644.0,276.7424,283.8167,279.4333,284.8167,270.12,2022-03-10 05:00:00,571416
47,TSLA,67037166.0,269.639,280.0657,265.1167,281.2673,264.59,2022-03-11 05:00:00,749473
48,TSLA,71131263.0,257.9314,260.2033,255.4567,266.9,252.0133,2022-03-14 04:00:00,783852
49,TSLA,66839703.0,262.7294,258.4233,267.2967,268.5233,252.19,2022-03-15 04:00:00,620156
50,TSLA,84028821.0,275.9049,269.6667,280.0767,280.6667,267.42,2022-03-16 04:00:00,751551
51,TSLA,66582972.0,285.5174,276.9967,290.5333,291.6667,275.2393,2022-03-17 04:00:00,608930
52,TSLA,100378191.0,298.7398,291.4967,301.7967,302.6167,289.13,2022-03-18 04:00:00,701623
53,TSLA,81980352.0,307.4873,304.9933,307.0533,314.2833,302.3633,2022-03-21 04:00:00,746489
54,TSLA,105838857.0,321.0034,310.0,331.3267,332.62,307.25,2022-03-22 04:00:00,940957
55,TSLA,120476469.0,336.5311,326.6467,333.0367,346.9,325.4667,2022-03-23 04:00:00,1124233
56,TSLA,68914878.0,336.2858,336.5767,337.9733,341.4967,329.6,2022-03-24 04:00:00,683996
57,TSLA,61968846.0,335.8521,336.0,336.88,340.6,332.44,2022-03-25 04:00:00,592400
58,TSLA,102300579.0,359.9024,355.0333,363.9467,365.96,351.2,2022-03-28 04:00:00,1109113
59,TSLA,73601607.0,365.5399,369.33,366.5233,371.59,357.7033,2022-03-29 04:00:00,831058
60,TSLA,59865006.0,366.1829,363.7233,364.6633,371.3167,361.3333,2022-03-30 04:00:00,597499
61,TSLA,48992757.0,363.1294,364.8567,359.2,367.7133,358.8803,2022-03-31 04:00:00,509541
62,TSLA,54263223.0,360.4691,360.3833,361.53,364.9167,355.5467,2022-04-01 04:00:00,549089
63,TSLA,82177701.0,374.1053,363.1267,381.8167,383.3033,357.51,2022-04-04 04:00:00,859373
64,TSLA,79925019.0,371.3746,378.7667,363.7533,384.29,362.4333,2022-04-05 04:00:00,859306
65,TSLA,89348535.0,349.0846,357.8233,348.5867,359.6667,342.5667,2022-04-06 04:00:00,963152
66,TSLA,79436259.0,350.4434,350.7967,352.42,358.8633,340.5134,2022-04-07 04:00:00,771753
67,TSLA,54777669.0,344.8107,347.7367,341.83,349.48,340.8117,2022-04-08 04:00:00,582320
68,TSLA,59357205.0,329.3049,326.8,325.31,336.156,324.88,2022-04-11 04:00:00,756593
69,TSLA,65976096.0,332.427,332.5467,328.9833,340.3974,325.5334,2022-04-12 04:00:00,615650
70,TSLA,55104912.0,334.9622,327.025,340.79,342.08,324.3657,2022-04-13 04:00:00,521647
71,TSLA,58413105.0,330.57,333.0967,328.3333,337.57,327.3967,2022-04-14 04:00:00,580182
72,TSLA,51712161.0,332.4786,329.6767,334.7633,338.3067,324.47,2022-04-18 04:00:00,544520
73,TSLA,49814232.0,340.4812,335.02,342.7167,344.98,331.775,2022-04-19 04:00:00,527905
74,TSLA,70604766.0,332.8011,343.3333,325.7333,344.6667,325.0834,2022-04-20 04:00:00,864906
75,TSLA,105409695.0,348.7502,358.2433,336.26,364.0733,332.1383,2022-04-21 04:00:00,1119156
76,TSLA,69680658.0,337.9642,338.3033,335.0167,344.95,331.3334,2022-04-22 04:00:00,691866
77,TSLA,68341335.0,330.9047,326.3233,332.6733,336.2067,325.1,2022-04-25 04:00:00,719906
